Inventory Report,,,,,,,,,,
"Inventory Report on Oct 09, 2025 at 03:23 PM EDT",,,,,,,,,,
"Locations: Watertown, PHF Lake Geneva",,,,,,,,,,
"Category Filter: Wholesale, Real Payment Gift Card, All Herbal, Supplements Misc., Services, PHF Supplements, Farmer's Market Items, Jewelry, Clothing, Cleaning Products, Tallow, Candles, Seasonal, Soaps, Snacks and Treats, Cooking, Cosmetics and Toiletries, Purses/Handbags, House Decor, Meat, Coffee Tea, MakeUp, Skin Care, Toiletries, Drinks, Herbal, Kombucha, Misc Drinks, Lotions, Perfumes, Pets, Deodorant, Juice, Health Misc, Cards, EOils, Books, Magnesium, Mushroom, Uncategorized",,,,,,,,,,
"Vendor Filter: Brick House Mercantile, Reliance, Ortho Molecular, Full Script, DesBio, CellCore, Urban Moonshine, BioRay, Touch Stone Essentials/The Good Inside, BioSpectrum, OWLS, Frannie's Market, Concord Honey, American Extractions, Kurativ, Kind Oasis, Simply Earth, CoFix Rx, Faire, Delete When Gone, Redmond Real Salt, Micro Balance Health Products, Rinse Bath Body Inc, Recess, Out of Stock, BDivine, Peter Pauper Press, SpaLife, Burgies Berry Farm, Wavertree & London, Lady May Tallow, Barn 1912 Tallow Company, Barnyard Bison, Mickelberry Gardens, Bergum Family Syrup, Berkley Green, Lindo, Mad Hippie, Love Infusion Foods, Liss & Landi, Custom Kismet, AllWellO, Taylor's Naturals, Oral Fitness Inc Dale Audrey RDH, Moss Creek Wool Works, Manifest Wellness, Chazah Creations LLC, Dandelion Naturals, Credo Designs LTD, Biotics Research, Kelly's Green, Handmade la conner, Dapper Dog Provisions, Davids Natural Toothpaste, Drinkin Buds Hemp LLC, Earth Harbor Naturals, Heart and Honey Elderberry Syrup, Alitasa, Elyxr LA, EMF Solutions, FaceTory, Natures Sunshine, Aunt Fannie's, Forever Minerals Makeup, Frutina, Good Earth Soap, Elemental Bread Sourdough, Hibo Gut-Healthy Energy, Huppy, Hiyo, Holley's Honey, Honey Acres, Honeybee Gard Nat Cos & Body Care, Tipsy Coasters & Gifts, No Tox Life, Hadley Wren, Marley's Monsters, Shannon Martin Designs, Honeywild Apothecary, Jaeger Farms, Crimson Kitchen and Garden, Just Add Wine Candle Co., Katie's Naturals, Ketchup Please, Knockaround, Lifeboost Coffee, Moira Cosmetics, Amazon, Maroma USA, Dancing Flower Beverage Comp., Microgreen Harvest, Mineral and Company, NATPAT, NuGo Nutrition, The Oatball Company, Old Soul Soap Company Inc, Oak & Elizabeth, Poofy Organics, Poshi, Present Not Perfect, Pure Love Essences, HalalEveryDay, Silver Wear, Simply Gum, Sky and Sol, ToGo Spa, Urbal Tea, Capital Husting, The Wholesome Baker, Yellow Heart Sisters, Flagged, Pine Hill Farm, Unknown, FarmCat Wellness, Abdallah Chocolate, The Wellness Company, Pacific Roots, Soaps & Beyond, Two Leaves and a Bud, PennyLine, What Calls the Heart, ODIN Wine, Modern and Chic, Jory, Fame Accessories, Tiny Gift Society, Kentucky Moon Designs, Letto, Loveyenergy & Blessings, Ethereal Clay, That's Sew Me, Sogo Snacks, Wholesalesir, Treasure Wholesale, Lorraine Oerth Co, Etsy, Apothecary Products LLC, The Winding Road, Primatives by Kathy, Himalayan Secrets, SHOPGIVECOURAGE, Mio Queena, BroadStreet Publishing Group, Lissi Designs, Manuka Lane, Zoey Simmons, Tabal Chocolate, Forage Kombucha, The Light Garden, June Jurcak Watercolor Cards, Koochikoo, Simply Honest Co., Venture Imports LLC, Clay and Trinkets, Sugarhouse Leather, Suarhouse Leather, Faiza Naturals, Faber-Castell Creativity for Kids, Handee Products, DM Merchandising, The Wristlet Bar, Bonair Daydreams, Felicity Jewelry Designs, April Cornell, 22 Tote, Chloe & Lex, Pan's Mushroom Jerky, Salt Sisters, Scattered slime, Sockprints, Outwash Acres, Jewelry Junkie, Alison Brooke Designs, Bamboo Switch, New Market Farmhouse, Maggie's Farm & Aromatics, Casa Kira, Fashion City, Lily Clothing, Sunset Vista Designs, Howells Wood Products, Sincere Surroundings, Love and Repeat, Puckator Ltd, Avery Lane Gifts, Karmelize.Me, Roma Leathers, Inc, India Handicrafts Inc, KatKards, Shirley Janes, Kathy Troher, Twisted Tomboy, Bstock, Elemental Superfood, SaidoniaEco, Eastern Ave Studio, Shoes Brew, Puracy, Rich Nuts, WorldFinds, Bark & Whiskers, Jennifer Dahl Designs, semper suds, Hipster Row, Mira Fair Trade, Mycoterra Farms, Seattle Silver Cashmere, PHF Collective Wellness, Seasideblooms",,,,,,,,,,
Active products only,,,,,,,,,,
In stock products only,,,,,,,,,,
,,,,,,,,,,
Product,Variant,Location,Categories,Vendors,SKU,Barcode,In Stock,List Price,Cost/unit,Total Value
FS Iodine + Liquid (Codeage) 59.2 mL,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53919E+11,,4,26.99,14.99,59.96
FS Iodine + Liquid (Codeage) 59.2 mL,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53919E+11,,4,26.99,14.99,59.96
FS Iron Bisglycinate (Thorne),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",6.93749E+11,,3,15.99,6.96,20.88
FS Iron Bisglycinate (Thorne),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.93749E+11,,4,15.99,6.96,27.84
FS K+2 Potassium,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.79452E+11,,2,32.99,14.75,29.5
FS Kidney Beef- ARG,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.13948E+11,,2,27.99,13.6,27.2
FS Kidney Tone (Energetix),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",3.64578E+11,,2,32.99,16,32
FS Kidney Tone (Energetix),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",3.64578E+11,,3,32.99,16,48
FS Kids Calm Sleep Gummies,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",1.83405E+11,,4,19.99,9.84,39.36
FS Kids Calm Sleep Gummies,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",1.83405E+11,,4,19.99,9.84,39.36
FS Kids Cold & Mucus Relief Syrup (Similasan),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",094841256153,,7,9.99,4.95,34.65
FS Kids Cold & Mucus Relief Syrup (Similasan),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",094841256153,,11,9.99,4.95,54.45
FS L-Glutamine 1000mg (Protocol for Life),,Watertown,Supplements Misc.,"Full Script, Flagged, Delete When Gone, PHF Collective Wellness",7.07359E+11,,1,24.99,12,12
FS L Glutamine (Thorne),,Watertown,Supplements Misc.,"Full Script, Flagged, PHF Collective Wellness",6.9375E+11,,2,24.99,11.48,22.96
FS Lions Mane Hericium Erinaceius Liquid,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",6.33422E+11,,2,39.99,19.48,38.96
FS Lions Mane Hericium Erinaceius Liquid,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.33422E+11,,3,39.99,19.48,58.44
FS Lions Mane Host Defense,Lions Mane 120ct,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",6.33422E+11,,4,64.99,31.48,125.92
FS Lions Mane Host Defense,Lions Mane 120ct,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.33422E+11,,3,64.99,31.48,94.44
FS Lions Mane Host Defense,Lions Mane 30ct,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.33422E+11,,1,21.99,10.48,10.48
FS Lipid Sirt (Biotics Research),,PHF Lake Geneva,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",7.80053E+11,,1,109.99,65.94,65.94
FS Lipid Sirt (Biotics Research),,Watertown,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",7.80053E+11,,1,109.99,,
FS Liposomal Magnesium L-Threonate (Codeage),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.5005E+11,,5,46.99,26.99,134.95
FS Liposomal Magnesium Taurate,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.5005E+11,,1,40.99,23.99,23.99
FS Liposomal NMN Synergy,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.79452E+11,,2,77.99,38.25,76.5
FS Liposomal Ovarian Inositol,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.50043E+11,,2,50.99,,
FS Liquid D3 and K7 (Protocol for Life Balance),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.07359E+11,,1,30.99,15,15
FS Liquid Ionic Manganese - 10mg 59mL,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.78941E+11,,3,22.99,11.7,35.1
FS Liver Cleanse (Thorne),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.9375E+11,,5,25.99,11.5,57.5
FS Liver GB+ (Biocidin Botanicals),,Watertown,Supplements Misc.,"Full Script, Out of Stock, PHF Collective Wellness",8.9987E+11,,6,59.99,39.95,239.7
FS Liver Stim Liquescence (Professional Formulas),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.40651E+11,,2,24.99,11.25,22.5
FS L Tyrosine (Thorne),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",688873R,,3,22,,
FS Lung Expectorant,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",090700014919,,2,18.99,8.99,17.98
FS Lung Expectorant,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",090700014919,,2,18.99,8.99,17.98
FS Lungs Vitamins+ (Codeage),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53919E+11,,1,33.99,18.14,18.14
FS Lymph Tone I,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",3.64578E+11,,1,32.99,16,16
FS Lymph Tone I,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",3.64578E+11,,2,32.99,16,32
FS Lymph Tone II,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",3.64578E+11,,2,32.99,16,32
FS Lymph Tone II,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",3.64578E+11,,1,32.99,16,16
FS Lymph Tone III,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",3.64578E+11,,1,32.99,16,16
FS Lymph Tone III,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",3.64578E+11,,2,32.99,16,32
FS Lysine Extra (Vitanica),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.08118E+11,,4,21.99,11.45,45.8
FS Maca Root (Gaia Herbs),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.51064E+11,,2,24.99,11.81,23.62
FS Maca Root (Gaia Herbs),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.51064E+11,,4,24.99,11.81,47.24
FS MagCitrate Powder (Designs for Health),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.79452E+11,,1,46.99,22.25,22.25
FS MagCitrate Powder (Designs for Health),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.79452E+11,,3,46.99,22.25,66.75
FS Magnesium 300 (Innate Response),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",051494430033,,4,35.99,17.49,69.96
FS Magnesium 300 (Innate Response),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",051494430033,,9,35.99,17.49,157.41
FS Magnesium Citrate Capsule (PE),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.66298E+11,,1,20.99,9.7,9.7
FS Magnesium Citrate Powder (PE),,Watertown,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",7.66298E+11,,1,29.99,,
FS MCT Oil (Protocol for Life Balance) (473mL),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.07359E+11,,2,26.99,15,30
FS MCT Oil (Protocol for Life Balance) (473mL),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.07359E+11,,3,26.99,15,45
FS MegaSporeBiotic Microbiome Labs,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.93889E+11,,2,65.99,35.72,71.44
FS MegaSporeBiotic Microbiome Labs,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.93889E+11,,2,65.99,35.72,71.44
FS Mega SporeBiotic Probiotic,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.93889E+11,,5,168.99,92.66,463.3
FS Mega SporeBiotic Probiotic,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.93889E+11,,2,168.99,92.66,185.32
FS Melatonin Sugar-Free,,Watertown,Wholesale,"Full Script, PHF Collective Wellness",7.6899E+11,,3,22.99,11.97,35.91
FS MenoVive (PE),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.66298E+11,,1,61.99,,
FS Men's Fermented Multi (Codeage) 120 ct,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53919E+11,,3,35.99,20.99,62.97
FS Methyl B12 with L Methylfolate (Seeking Health),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.10008E+11,,3,26.99,13.3,39.9
FS Methyl B12 with L Methylfolate (Seeking Health),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.10008E+11,,11,26.99,13.3,146.3
FS Milk Thistle Capsules (Designs for Health),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.79452E+11,,2,29.99,14.5,29
FS Motherwort,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",090700000974,,2,16.99,7.99,15.98
FS Mullein Blend (Herb Pharm),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",090700000967,,1,17.99,8.99,8.99
FS Mullein Blend (Herb Pharm),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",090700000967,,3,17.99,8.99,26.97
FS Mullein Garlic Oil,,PHF Lake Geneva,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",090700004118,,1,17.99,8.99,8.99
FS Multi Collagen Capsules (Ancient Nutrition),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.58109E+11,,3,52.99,31.77,95.31
FS Multi Collagen Capsules (Ancient Nutrition),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.58109E+11,,4,52.99,31.77,127.08
FS Multigenics Chewable (Metagenics),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.55571E+11,,1,39.99,22.75,22.75
FS Myo+D-Chiro Inositol,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.96593E+11,,4,25.99,13.72,54.88
FS NAC 600mg (Protocol for Life Balance),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.07359E+11,,2,23.99,11,22
FS NAC 600mg (Protocol for Life Balance),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.07359E+11,,6,23.99,11,66
FS Natrum Phosphoricum 30ct,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",3.06961E+11,,4,9.99,5,20
FS Nattokinase 100mg ARG,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.13948E+11,,2,49.99,,
FS Nausea Ease,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.08118E+11,,3,24.99,12.75,38.25
FS Nausea Ease,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.08118E+11,,3,24.99,12.75,38.25
FS Organic Black Seed Oil Liquid (Heritage Store),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",076970747429,,2,37.99,18.45,36.9
FS Organic Castor Oil (Heritage Store) 16oz Glass,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",076970221219,,1,25.99,12.6,12.6
FS Organic Castor Oil (Heritage Store) 16oz Glass,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",076970221219,,4,25.99,12.6,50.4
FS Organic Castor Oil (Heritage Store) 32oz Glass,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",076970221318,,2,38.99,18.55,37.1
FS Original Quinton Hypertonic Ampoules,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.52831E+11,,1,51.99,29.5,29.5
FS Original Quinton Hypertonic Ampoules,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.52831E+11,,3,51.99,29.5,88.5
FS OstaDerm (Bezwecken),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.97068E+11,,4,35.99,24,96
FS OstaDerm (Bezwecken),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.97068E+11,,6,35.99,24,144
FS Ostaderm V Bezwecken,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.97068E+11,,4,35.99,24,96
FS Ostaderm V Bezwecken,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.97068E+11,,15,35.99,24,360
FS OsteoOne (Patient One),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53959E+11,,2,34.99,16.5,33
FS Pancreas (Lamb) Allergy research group,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.13948E+11,,2,34.99,16.65,33.3
FS PEA + (with circumin),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.7048E+11,,5,48.99,,
FS PE PS 100,,Watertown,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",7.66298E+11,,3,77.99,38.9,116.7
FS PGX WeightLoss Meal Replacement Chocolate,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.29022E+11,,2,64.99,,
FS pH Test Strips,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.7048E+11,,4,16.99,8.99,35.96
FS Progesterone Liposomal from Wild Yam (Protocol for Life Balance),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.07359E+11,,2,23.99,11.5,23
FS Progesterone Liposomal from Wild Yam (Protocol for Life Balance),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.07359E+11,,2,23.99,11.5,23
FS ProgonB-L 4x 40mg progesterone,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.97068E+11,,3,33.99,24,72
FS ProgonB-L 4x 40mg progesterone,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.97068E+11,,2,33.99,24,48
FS Rapid Relief  Metagenics 20ct,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.55572E+11,,2,19.99,11,22
FS Rapid Relief  Metagenics 20ct,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.55572E+11,,2,19.99,11,22
FS Rapid Relief Metagenics 60ct,,PHF Lake Geneva,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",7.55572E+11,,2,46.99,23.25,46.5
FS Rapid Relief Metagenics 60ct,,Watertown,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",7.55572E+11,,2,46.99,23.25,46.5
FS Red Beet Powder Superfoods,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.09493E+11,,2,26.99,14.51,29.02
FS Reduced Glutathione 500 mg (Jarrow Formulas) 60 ct,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.90011E+11,,1,46.99,23.03,23.03
FS Reduced Glutathione (Jarrow Formulas) 120Ct,,Watertown,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",7.90011E+11,,2,82.99,41.49,82.98
FS Reishi Drops (HerbPharm),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",090800000133,,1,18.99,8.99,8.99
FS Relief Tone,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",3.64578E+11,,6,32.99,16,96
FS Rescue Remedy Kids Nelson Bach 10 mL,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.41273E+11,,3,17.99,10.19,30.57
FS Rescue Remedy Kids Nelson Bach 10 mL,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.41273E+11,,7,17.99,10.19,71.33
FS Rescue Remedy Nelson Bach 20 mL,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.41273E+11,,2,24.99,14.39,28.78
FS Rescue Remedy Pet Nelson Bach 10 mL,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.41273E+11,,5,20.99,10.79,53.95
FS Rescue Remedy Pet Nelson Bach 10 mL,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.41273E+11,,7,20.99,10.79,75.53
FS SBO 100 Billion Probiotic (Codeage),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53919E+11,,3,43.99,23.99,71.97
FS SBO Probiotic 50 Billion (Codeage) 90ct,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53919E+11,,3,36.99,20.99,62.97
FS SBO Probiotics Men (Ancient Nutrition),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.16401E+11,,2,51.99,29.97,59.94
FS SBO Probiotics Women's (Ancient Nutrition),,Watertown,Supplements Misc.,"Delete When Gone, Full Script, PHF Collective Wellness",8.16401E+11,,2,50.99,29.97,59.94
FS SBO Women Probiotic (Codeage),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53919E+11,,5,30.99,17.99,89.95
FS Shilajit Banyan Botanicals,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.18192E+11,,1,35.99,21.34,21.34
FS Sinus (Professional Botanicals),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.98175E+11,,7,49.99,29.4,205.8
FS Sleep Powder Mixed Berry Natural Vitality,,PHF Lake Geneva,Supplements Misc.,"Faire, Delete When Gone, PHF Collective Wellness",8.75534E+11,,6,32.99,15.97,95.82
FS Sleep Powder Mixed Berry Natural Vitality,,Watertown,Supplements Misc.,"Faire, Delete When Gone, PHF Collective Wellness",8.75534E+11,,4,32.99,15.97,63.88
FS Smarty Pants Organic Multi & Omegas,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.17053E+11,,2,29.99,19.5,39
FS Smarty Pants Organic Multi & Omegas,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.17053E+11,,3,29.99,19.5,58.5
FS Smarty Pants Teen Girl Multi and Omega,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.17053E+11,,1,33.99,22.1,22.1
FS Smarty Pants Toddler Complete,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.17053E+11,,2,26.99,16.85,33.7
FS Stone Clearing (Health Concerns),,PHF Lake Geneva,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",8.10034E+11,,1,30.99,14.95,14.95
FS Stone Clearing (Health Concerns),,Watertown,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",8.10034E+11,,1,30.99,14.95,14.95
FS Teen Clearface (Codeage),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53919E+11,,5,28.99,16.79,83.95
FS Teen Fermented Multivitamin (Codeage),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53919E+11,,6,30.99,17.99,107.94
FS Testosterone (Professional Formulas),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.40651E+11,,2,19.99,8.25,16.5
FS Throat Calm Spray (Boiron Homeopathics),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",3.06969E+11,,3,16.99,8.95,26.85
FS Umckaloabo,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",090700004446,,1,16.99,7.99,7.99
FS Umckaloabo,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",090700004446,,3,16.99,7.99,23.97
FS Vertigo Syncope Drops PF,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.40651E+11,,3,21.99,10.5,31.5
FS Vitality Boost,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.59658E+11,,9,36.99,17.99,161.91
FS Vitality C,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.59658E+11,,2,53.99,29.15,58.3
FS Vitamin A (Protocol for Life Balance),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.07359E+11,,3,10.99,5,15
FS Vitamin C w/ Flavonoids,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",6.93749E+11,,5,21.99,10.5,52.5
FS Vitamin D3+ K2 Drops (Seeking Health),,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.10008E+11,,2,28.99,15.85,31.7
FS Vitamin D3+ K2 Drops (Seeking Health),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.10008E+11,,6,28.99,15.85,95.1
FS Vitanica Candidastat,,Watertown,Supplements Misc.,"Full Script, Delete When Gone, PHF Collective Wellness",7.08118E+11,,1,22.99,11.45,11.45
FS Warts,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",7.88199E+11,,2,26.99,13,26
FS Warts,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",7.88199E+11,,4,26.99,13,52
FS Women's Fermented Multi (Codeage),,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.53919E+11,,5,35.99,20.99,104.95
FS Women's Hormone Balance,,PHF Lake Geneva,Supplements Misc.,"Full Script, PHF Collective Wellness",8.11839E+11,,3,40.99,23.99,71.97
FS Women's Hormone Balance,,Watertown,Supplements Misc.,"Full Script, PHF Collective Wellness",8.11839E+11,,3,40.99,23.99,71.97
GE Hand and Body Lotion,Lavender Soy,PHF Lake Geneva,Wholesale,"Good Earth Soap, Faire, PHF Collective Wellness",6.65571E+11,,4,10.99,5,20
GE Hand and Body Lotion,Patchouli,PHF Lake Geneva,Wholesale,"Good Earth Soap, Faire, PHF Collective Wellness",6.65571E+11,,5,10.99,5,25
GE Hand and Body Lotion,Rosemary Mint Soy,PHF Lake Geneva,Wholesale,"Good Earth Soap, Faire, PHF Collective Wellness",6.65571E+11,,5,10.99,5,25
GE Liquid Hand Soap,,PHF Lake Geneva,Wholesale,"Good Earth Soap, Faire, PHF Collective Wellness",6.65571E+11,,9,12,7,63
GE Liquid Hand Soap,,Watertown,Wholesale,"Good Earth Soap, Faire, PHF Collective Wellness",6.65571E+11,,8,12,7,56
Glass Jug,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",400349856,,3,49.5,,
Glass Nail Files,,PHF Lake Geneva,Wholesale,"DM Merchandising, Faire, PHF Collective Wellness",7.2295E+11,,47,6.99,1.5,70.5
G Layered Cross Necklace,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",INC987G,,1,22.99,6.75,6.75
Gnome Seasonal,,Watertown,Wholesale,"Faire, Primatives by Kathy, PHF Collective Wellness",977896897,,2,17.99,,
Gold Bells Cascade,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",733469846,,3,37.99,14.95,44.85
Gold BF Heart Necklace,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",ENE1056G,,1,28.99,,
Gold Dangle Earring,,Watertown,Wholesale,"Delete When Gone, PHF Collective Wellness",KE7362G,,3,17.99,4.5,13.5
Golden Owls Adios Disposable Pen,,Watertown,All Herbal,"OWLS, Delete When Gone, PHF Collective Wellness",8.50041E+11,,5,48.99,21,105
